BASE	ACTUAL	PREDICT	COUNTRY	REGION	DIVISION	PRODTYPE	PRODUCT	QUARTER	YEAR	MONTH	STATE	COUNTY	MONYR	DATE
2	$425.00	"$1,082.00"	Canada			FURNITURE	BED	1	1998	Feb	Quebec		Feb1998	
2	"$1,164.00"	$583.00	Canada			FURNITURE	BED	1	1998	Mar	Quebec		Mar1998	
2	$27.00	"$1,097.00"	Canada			FURNITURE	BED	2	1998	Apr	Quebec		Apr1998	
2	"$1,211.00"	"$1,228.00"	Canada			FURNITURE	BED	2	1998	May	Quebec		May1998	
2	$810.00	"$1,180.00"	Canada			FURNITURE	BED	2	1998	Jun	Quebec		Jun1998	
2	$713.00	$102.00	Canada			FURNITURE	BED	3	1998	Jul	Quebec		Jul1998	
2	$797.00	$589.00	Canada			FURNITURE	BED	3	1998	Aug	Quebec		Aug1998	
2	$281.00	"$1,341.00"	Canada			FURNITURE	BED	3	1998	Sep	Quebec		Sep1998	
2	$487.00	"$1,002.00"	Canada			FURNITURE	BED	4	1998	Oct	Quebec		Oct1998	
2	"$1,022.00"	$310.00	Canada			FURNITURE	BED	4	1998	Nov	Quebec		Nov1998	
2	$601.00	$585.00	Canada			FURNITURE	BED	4	1998	Dec	Quebec		Dec1998	
2	"$1,324.00"	"$1,096.00"	Canada			OFFICE	CHAIR	1	1998	Jan	Quebec		Jan1998	
2	$545.00	$935.00	Canada			OFFICE	CHAIR	1	1998	Feb	Quebec		Feb1998	
2	$625.00	"$1,201.00"	Canada			OFFICE	CHAIR	1	1998	Mar	Quebec		Mar1998	
2	$928.00	$591.00	Canada			OFFICE	CHAIR	2	1998	Apr	Quebec		Apr1998	
2	$374.00	"$1,065.00"	Canada			OFFICE	CHAIR	2	1998	May	Quebec		May1998	
2	$539.00	"$1,018.00"	Canada			OFFICE	CHAIR	2	1998	Jun	Quebec		Jun1998	
2	"$1,239.00"	"$1,421.00"	Canada			OFFICE	CHAIR	3	1998	Jul	Quebec		Jul1998	
2	$847.00	$643.00	Canada			OFFICE	CHAIR	3	1998	Aug	Quebec		Aug1998	
2	$462.00	"$1,339.00"	Canada			OFFICE	CHAIR	3	1998	Sep	Quebec		Sep1998	
2	$541.00	$216.00	Canada			OFFICE	CHAIR	4	1998	Oct	Quebec		Oct1998	
2	$582.00	"$1,231.00"	Canada			OFFICE	CHAIR	4	1998	Nov	Quebec		Nov1998	
2	"$1,236.00"	$992.00	Canada			OFFICE	CHAIR	4	1998	Dec	Quebec		Dec1998	
2	$962.00	$558.00	Canada			OFFICE	DESK	1	1998	Jan	Quebec		Jan1998	
2	"$1,516.00"	"$1,189.00"	Canada			OFFICE	DESK	1	1998	Feb	Quebec		Feb1998	
2	"$1,487.00"	$418.00	Canada			OFFICE	DESK	1	1998	Mar	Quebec		Mar1998	
2	$642.00	$723.00	Canada			OFFICE	DESK	2	1998	Apr	Quebec		Apr1998	
2	"$1,009.00"	"$1,502.00"	Canada			OFFICE	DESK	2	1998	May	Quebec		May1998	
2	"$1,474.00"	$88.00	Canada			OFFICE	DESK	2	1998	Jun	Quebec		Jun1998	
2	$803.00	$373.00	Canada			OFFICE	DESK	3	1998	Jul	Quebec		Jul1998	
2	$708.00	$452.00	Canada			OFFICE	DESK	3	1998	Aug	Quebec		Aug1998	
2	$156.00	"$1,405.00"	Canada			OFFICE	DESK	3	1998	Sep	Quebec		Sep1998	
2	"$1,317.00"	$865.00	Canada			OFFICE	DESK	4	1998	Oct	Quebec		Oct1998	
2	$940.00	$818.00	Canada			OFFICE	DESK	4	1998	Nov	Quebec		Nov1998	
2	$175.00	$395.00	Canada			OFFICE	DESK	4	1998	Dec	Quebec		Dec1998	
2	$787.00	"$1,530.00"	Canada			FURNITURE	SOFA	1	1998	Jan	Quebec		Jan1998	
2	"$1,293.00"	$4.00	Canada			FURNITURE	SOFA	1	1998	Feb	Quebec		Feb1998	
2	"$1,042.00"	"$1,507.00"	Canada			FURNITURE	SOFA	1	1998	Mar	Quebec		Mar1998	
2	$112.00	"$1,432.00"	Canada			FURNITURE	SOFA	2	1998	Apr	Quebec		Apr1998	
2	$896.00	$765.00	Canada			FURNITURE	SOFA	2	1998	May	Quebec		May1998	
2	$1.00	"$1,056.00"	Canada			FURNITURE	SOFA	2	1998	Jun	Quebec		Jun1998	
2	$593.00	$957.00	Canada			FURNITURE	SOFA	3	1998	Jul	Quebec		Jul1998	
2	$597.00	$873.00	Canada			FURNITURE	SOFA	3	1998	Aug	Quebec		Aug1998	
2	$306.00	"$1,114.00"	Canada			FURNITURE	SOFA	3	1998	Sep	Quebec		Sep1998	
2	$542.00	$687.00	Canada			FURNITURE	SOFA	4	1998	Oct	Quebec		Oct1998	
2	$52.00	"$1,327.00"	Canada			FURNITURE	SOFA	4	1998	Nov	Quebec		Nov1998	
2	"$1,018.00"	"$1,449.00"	Canada			FURNITURE	SOFA	4	1998	Dec	Quebec		Dec1998	
2	"$1,058.00"	$398.00	Canada			FURNITURE	BED	1	1998	Jan	Quebec		Jan1998	
2	"$1,439.00"	"$1,592.00"	Canada			FURNITURE	BED	1	1998	Feb	Quebec		Feb1998	
2	$908.00	"$1,513.00"	Canada			FURNITURE	BED	1	1998	Mar	Quebec		Mar1998	
2	"$1,271.00"	$43.00	Canada			FURNITURE	BED	2	1998	Apr	Quebec		Apr1998	
2	$666.00	$914.00	Canada			FURNITURE	BED	2	1998	May	Quebec		May1998	
2	$280.00	"$1,363.00"	Canada			FURNITURE	BED	2	1998	Jun	Quebec		Jun1998	
2	$251.00	$625.00	Canada			FURNITURE	BED	3	1998	Jul	Quebec		Jul1998	
2	"$1,509.00"	"$1,234.00"	Canada			FURNITURE	BED	3	1998	Aug	Quebec		Aug1998	
2	$94.00	"$1,001.00"	Canada			FURNITURE	BED	3	1998	Sep	Quebec		Sep1998	
2	$900.00	$52.00	Canada			FURNITURE	BED	4	1998	Oct	Quebec		Oct1998	
2	"$1,404.00"	"$1,063.00"	Canada			FURNITURE	BED	4	1998	Nov	Quebec		Nov1998	
2	"$1,363.00"	$756.00	Canada			FURNITURE	BED	4	1998	Dec	Quebec		Dec1998	
2	$929.00	$233.00	Canada			OFFICE	CHAIR	1	1998	Jan	Quebec		Jan1998	
2	$135.00	$590.00	Canada			OFFICE	CHAIR	1	1998	Feb	Quebec		Feb1998	
2	$55.00	$940.00	Canada			OFFICE	CHAIR	1	1998	Mar	Quebec		Mar1998	
2	"$1,144.00"	$738.00	Canada			OFFICE	CHAIR	2	1998	Apr	Quebec		Apr1998	
2	$498.00	$246.00	Canada			OFFICE	CHAIR	2	1998	May	Quebec		May1998	
2	$570.00	"$1,399.00"	Canada			OFFICE	CHAIR	2	1998	Jun	Quebec		Jun1998	
2	$233.00	$421.00	Canada			OFFICE	CHAIR	3	1998	Jul	Quebec		Jul1998	
2	"$1,309.00"	$309.00	Canada			OFFICE	CHAIR	3	1998	Aug	Quebec		Aug1998	
2	$395.00	$196.00	Canada			OFFICE	CHAIR	3	1998	Sep	Quebec		Sep1998	
2	$475.00	$756.00	Canada			OFFICE	CHAIR	4	1998	Oct	Quebec		Oct1998	
2	$200.00	"$1,097.00"	Canada			OFFICE	CHAIR	4	1998	Nov	Quebec		Nov1998	
2	"$1,399.00"	"$1,176.00"	Canada			OFFICE	CHAIR	4	1998	Dec	Quebec		Dec1998	
2	$948.00	"$1,515.00"	Canada			OFFICE	DESK	1	1998	Jan	Quebec		Jan1998	
2	$775.00	"$1,028.00"	Canada			OFFICE	DESK	1	1998	Feb	Quebec		Feb1998	
2	"$1,488.00"	$34.00	Canada			OFFICE	DESK	1	1998	Mar	Quebec		Mar1998	
2	$833.00	$679.00	Canada			OFFICE	DESK	2	1998	Apr	Quebec		Apr1998	
2	$479.00	$541.00	Canada			OFFICE	DESK	2	1998	May	Quebec		May1998	
2	$377.00	"$1,399.00"	Canada			OFFICE	DESK	2	1998	Jun	Quebec		Jun1998	
2	$69.00	"$1,391.00"	Canada			OFFICE	DESK	3	1998	Jul	Quebec		Jul1998	
2	$227.00	"$1,577.00"	Canada			OFFICE	DESK	3	1998	Aug	Quebec		Aug1998	
2	"$1,293.00"	"$1,025.00"	Canada			OFFICE	DESK	3	1998	Sep	Quebec		Sep1998	
2	$891.00	"$1,365.00"	Canada			OFFICE	DESK	4	1998	Oct	Quebec		Oct1998	
2	$922.00	"$1,534.00"	Canada			OFFICE	DESK	4	1998	Nov	Quebec		Nov1998	
2	$397.00	$870.00	Canada			OFFICE	DESK	4	1998	Dec	Quebec		Dec1998	
2	"$1,523.00"	$645.00	Canada			FURNITURE	SOFA	1	1998	Jan	Quebec		Jan1998	
2	$256.00	"$1,465.00"	Canada			FURNITURE	SOFA	1	1998	Feb	Quebec		Feb1998	
2	$33.00	$906.00	Canada			FURNITURE	SOFA	1	1998	Mar	Quebec		Mar1998	
2	"$1,440.00"	"$1,560.00"	Canada			FURNITURE	SOFA	2	1998	Apr	Quebec		Apr1998	
2	$322.00	"$1,408.00"	Canada			FURNITURE	SOFA	2	1998	May	Quebec		May1998	
2	"$1,562.00"	$967.00	Canada			FURNITURE	SOFA	2	1998	Jun	Quebec		Jun1998	
2	$62.00	$232.00	Canada			FURNITURE	SOFA	3	1998	Jul	Quebec		Jul1998	
2	$885.00	$696.00	Canada			FURNITURE	SOFA	3	1998	Aug	Quebec		Aug1998	
2	"$1,513.00"	"$1,089.00"	Canada			FURNITURE	SOFA	3	1998	Sep	Quebec		Sep1998	
2	$98.00	$64.00	Canada			FURNITURE	SOFA	4	1998	Oct	Quebec		Oct1998	
2	$985.00	$149.00	Canada			FURNITURE	SOFA	4	1998	Nov	Quebec		Nov1998	
2	$232.00	"$1,545.00"	Canada			FURNITURE	SOFA	4	1998	Dec	Quebec		Dec1998	
2	$933.00	"$1,204.00"	Canada			FURNITURE	BED	1	1998	Jan	Quebec		Jan1998	
2	"$1,196.00"	$988.00	Canada			FURNITURE	BED	1	1998	Feb	Quebec		Feb1998	
2	$57.00	$857.00	Canada			FURNITURE	BED	1	1998	Mar	Quebec		Mar1998	
2	"$1,350.00"	$463.00	Canada			FURNITURE	BED	2	1998	Apr	Quebec		Apr1998	
2	$926.00	"$1,591.00"	Canada			FURNITURE	BED	2	1998	May	Quebec		May1998	
2	"$1,455.00"	$209.00	Canada			FURNITURE	BED	2	1998	Jun	Quebec		Jun1998	
2	"$1,386.00"	$656.00	Canada			FURNITURE	BED	3	1998	Jul	Quebec		Jul1998	
2	$227.00	$655.00	Canada			FURNITURE	BED	3	1998	Aug	Quebec		Aug1998	
2	$986.00	"$1,349.00"	Canada			FURNITURE	BED	3	1998	Sep	Quebec		Sep1998	
2	$586.00	"$1,562.00"	Canada			FURNITURE	BED	4	1998	Oct	Quebec		Oct1998	
2	$388.00	"$1,645.00"	Canada			FURNITURE	BED	4	1998	Nov	Quebec		Nov1998	
2	"$1,470.00"	"$1,175.00"	Canada			FURNITURE	BED	4	1998	Dec	Quebec		Dec1998	
2	$919.00	"$1,040.00"	Canada			OFFICE	CHAIR	1	1998	Jan	Quebec		Jan1998	
2	$695.00	$935.00	Canada			OFFICE	CHAIR	1	1998	Feb	Quebec		Feb1998	
2	"$1,157.00"	$705.00	Canada			OFFICE	CHAIR	1	1998	Mar	Quebec		Mar1998	
2	$780.00	$141.00	Canada			OFFICE	CHAIR	2	1998	Apr	Quebec		Apr1998	
2	$968.00	"$1,384.00"	Canada			OFFICE	CHAIR	2	1998	May	Quebec		May1998	
2	$814.00	"$1,312.00"	Canada			OFFICE	CHAIR	2	1998	Jun	Quebec		Jun1998	
2	$293.00	$149.00	Canada			OFFICE	CHAIR	3	1998	Jul	Quebec		Jul1998	
2	$270.00	"$1,448.00"	Canada			OFFICE	CHAIR	3	1998	Aug	Quebec		Aug1998	
2	$45.00	"$1,040.00"	Canada			OFFICE	CHAIR	3	1998	Sep	Quebec		Sep1998	
2	"$1,439.00"	"$1,384.00"	Canada			OFFICE	CHAIR	4	1998	Oct	Quebec		Oct1998	
2	"$1,263.00"	"$1,606.00"	Canada			OFFICE	CHAIR	4	1998	Nov	Quebec		Nov1998	
2	$427.00	"$1,136.00"	Canada			OFFICE	CHAIR	4	1998	Dec	Quebec		Dec1998	
2	"$1,282.00"	$536.00	Canada			OFFICE	DESK	1	1998	Jan	Quebec		Jan1998	
2	$917.00	$990.00	Canada			OFFICE	DESK	1	1998	Feb	Quebec		Feb1998	
2	$326.00	$218.00	Canada			OFFICE	DESK	1	1998	Mar	Quebec		Mar1998	
2	$110.00	"$1,116.00"	Canada			OFFICE	DESK	2	1998	Apr	Quebec		Apr1998	
2	$661.00	"$1,081.00"	Canada			OFFICE	DESK	2	1998	May	Quebec		May1998	
2	$979.00	"$1,023.00"	Canada			OFFICE	DESK	2	1998	Jun	Quebec		Jun1998	
2	"$1,121.00"	"$1,437.00"	Canada			OFFICE	DESK	3	1998	Jul	Quebec		Jul1998	
2	$691.00	$787.00	Canada			OFFICE	DESK	3	1998	Aug	Quebec		Aug1998	
2	$868.00	"$1,552.00"	Canada			OFFICE	DESK	3	1998	Sep	Quebec		Sep1998	
2	$131.00	$549.00	Canada			OFFICE	DESK	4	1998	Oct	Quebec		Oct1998	
2	$600.00	$626.00	Canada			OFFICE	DESK	4	1998	Nov	Quebec		Nov1998	
2	$492.00	$767.00	Canada			OFFICE	DESK	4	1998	Dec	Quebec		Dec1998	
2	$603.20	"$1,104.00"	Canada			FURNITURE	SOFA	1	1995	Jan	Saskatchewan		Jan1995	
2	"$1,153.60"	$924.80	Canada			FURNITURE	SOFA	1	1995	Feb	Saskatchewan		Feb1995	
2	$460.80	$918.40	Canada			FURNITURE	SOFA	1	1995	Mar	Saskatchewan		Mar1995	
2	"$1,240.00"	"$1,193.60"	Canada			FURNITURE	SOFA	2	1995	Apr	Saskatchewan		Apr1995	
2	$660.80	$395.20	Canada			FURNITURE	SOFA	2	1995	May	Saskatchewan		May1995	
2	$480.00	"$1,305.60"	Canada			FURNITURE	SOFA	2	1995	Jun	Saskatchewan		Jun1995	
2	$896.80	$108.00	Canada			FURNITURE	SOFA	3	1995	Jul	Saskatchewan		Jul1995	
2	$18.40	$252.00	Canada			FURNITURE	SOFA	3	1995	Aug	Saskatchewan		Aug1995	
2	$554.40	$85.60	Canada			FURNITURE	SOFA	3	1995	Sep	Saskatchewan		Sep1995	
2	$987.20	$540.80	Canada			FURNITURE	SOFA	4	1995	Oct	Saskatchewan		Oct1995	
2	$396.00	$501.60	Canada			FURNITURE	SOFA	4	1995	Nov	Saskatchewan		Nov1995	
2	$357.60	"$1,090.40"	Canada			FURNITURE	SOFA	4	1995	Dec	Saskatchewan		Dec1995	
2	$999.20	$998.40	Canada			FURNITURE	BED	1	1995	Jan	Saskatchewan		Jan1995	
2	$465.60	"$1,039.20"	Canada			FURNITURE	BED	1	1995	Feb	Saskatchewan		Feb1995	
2	$632.00	$819.20	Canada			FURNITURE	BED	1	1995	Mar	Saskatchewan		Mar1995	
2	$784.80	$415.20	Canada			FURNITURE	BED	2	1995	Apr	Saskatchewan		Apr1995	
2	$263.20	$811.20	Canada			FURNITURE	BED	2	1995	May	Saskatchewan		May1995	
2	$179.20	$543.20	Canada			FURNITURE	BED	2	1995	Jun	Saskatchewan		Jun1995	
2	$92.00	$682.40	Canada			FURNITURE	BED	3	1995	Jul	Saskatchewan		Jul1995	
2	"$1,184.00"	$316.00	Canada			FURNITURE	BED	3	1995	Aug	Saskatchewan		Aug1995	
2	$596.00	$37.60	Canada			FURNITURE	BED	3	1995	Sep	Saskatchewan		Sep1995	
2	$262.40	$84.00	Canada			FURNITURE	BED	4	1995	Oct	Saskatchewan		Oct1995	
2	"$1,013.60"	$229.60	Canada			FURNITURE	BED	4	1995	Nov	Saskatchewan		Nov1995	
2	$95.20	$18.40	Canada			FURNITURE	BED	4	1995	Dec	Saskatchewan		Dec1995	
2	"$1,075.20"	$724.00	Canada			OFFICE	CHAIR	1	1995	Jan	Saskatchewan		Jan1995	
2	$794.40	$978.40	Canada			OFFICE	CHAIR	1	1995	Feb	Saskatchewan		Feb1995	
2	$842.40	$605.60	Canada			OFFICE	CHAIR	1	1995	Mar	Saskatchewan		Mar1995	
2	$848.80	$605.60	Canada			OFFICE	CHAIR	2	1995	Apr	Saskatchewan		Apr1995	
2	$0.00	$568.00	Canada			OFFICE	CHAIR	2	1995	May	Saskatchewan		May1995	
2	$557.60	$333.60	Canada			OFFICE	CHAIR	2	1995	Jun	Saskatchewan		Jun1995	
2	$274.40	$556.80	Canada			OFFICE	CHAIR	3	1995	Jul	Saskatchewan		Jul1995	
2	$786.40	$842.40	Canada			OFFICE	CHAIR	3	1995	Aug	Saskatchewan		Aug1995	
2	$314.40	$586.40	Canada			OFFICE	CHAIR	3	1995	Sep	Saskatchewan		Sep1995	
2	"$1,126.40"	$773.60	Canada			OFFICE	CHAIR	4	1995	Oct	Saskatchewan		Oct1995	
2	$60.80	$805.60	Canada			OFFICE	CHAIR	4	1995	Nov	Saskatchewan		Nov1995	
2	$201.60	$496.80	Canada			OFFICE	CHAIR	4	1995	Dec	Saskatchewan		Dec1995	
2	$745.60	"$1,034.40"	Canada			OFFICE	DESK	1	1995	Jan	Saskatchewan		Jan1995	
2	$736.00	$92.80	Canada			OFFICE	DESK	1	1995	Feb	Saskatchewan		Feb1995	
2	$204.00	"$1,138.40"	Canada			OFFICE	DESK	1	1995	Mar	Saskatchewan		Mar1995	
2	$576.00	$190.40	Canada			OFFICE	DESK	2	1995	Apr	Saskatchewan		Apr1995	
2	$707.20	"$1,042.40"	Canada			OFFICE	DESK	2	1995	May	Saskatchewan		May1995	
2	$20.80	$564.80	Canada			OFFICE	DESK	2	1995	Jun	Saskatchewan		Jun1995	
2	"$1,149.60"	"$1,048.00"	Canada			OFFICE	DESK	3	1995	Jul	Saskatchewan		Jul1995	
2	$596.80	$335.20	Canada			OFFICE	DESK	3	1995	Aug	Saskatchewan		Aug1995	
2	"$1,035.20"	$169.60	Canada			OFFICE	DESK	3	1995	Sep	Saskatchewan		Sep1995	
2	$522.40	$75.20	Canada			OFFICE	DESK	4	1995	Oct	Saskatchewan		Oct1995	
2	$937.60	$286.40	Canada			OFFICE	DESK	4	1995	Nov	Saskatchewan		Nov1995	
2	"$1,223.20"	$806.40	Canada			OFFICE	DESK	4	1995	Dec	Saskatchewan		Dec1995	
2	$249.60	$900.00	Canada			FURNITURE	SOFA	1	1995	Jan	Saskatchewan		Jan1995	
2	$192.00	$784.00	Canada			FURNITURE	SOFA	1	1995	Feb	Saskatchewan		Feb1995	
2	$996.80	$944.80	Canada			FURNITURE	SOFA	1	1995	Mar	Saskatchewan		Mar1995	
2	$240.00	"$1,333.60"	Canada			FURNITURE	SOFA	2	1995	Apr	Saskatchewan		Apr1995	
2	$496.80	$490.40	Canada			FURNITURE	SOFA	2	1995	May	Saskatchewan		May1995	
2	$18.40	$297.60	Canada			FURNITURE	SOFA	2	1995	Jun	Saskatchewan		Jun1995	
2	$159.20	$71.20	Canada			FURNITURE	SOFA	3	1995	Jul	Saskatchewan		Jul1995	
2	$212.00	"$1,268.80"	Canada			FURNITURE	SOFA	3	1995	Aug	Saskatchewan		Aug1995	
2	$551.20	$630.40	Canada			FURNITURE	SOFA	3	1995	Sep	Saskatchewan		Sep1995	
2	$341.60	"$1,024.00"	Canada			FURNITURE	SOFA	4	1995	Oct	Saskatchewan		Oct1995	
2	$395.20	$375.20	Canada			FURNITURE	SOFA	4	1995	Nov	Saskatchewan		Nov1995	
2	"$1,165.60"	$16.00	Canada			FURNITURE	SOFA	4	1995	Dec	Saskatchewan		Dec1995	
2	"$1,209.60"	"$1,248.80"	Canada			FURNITURE	BED	1	1995	Jan	Saskatchewan		Jan1995	
2	$434.40	"$1,208.80"	Canada			FURNITURE	BED	1	1995	Feb	Saskatchewan		Feb1995	
2	$376.00	$884.00	Canada			FURNITURE	BED	1	1995	Mar	Saskatchewan		Mar1995	
2	"$1,093.60"	$167.20	Canada			FURNITURE	BED	2	1995	Apr	Saskatchewan		Apr1995	
2	$924.00	"$1,166.40"	Canada			FURNITURE	BED	2	1995	May	Saskatchewan		May1995	
2	$600.00	$369.60	Canada			FURNITURE	BED	2	1995	Jun	Saskatchewan		Jun1995	
2	$81.60	"$1,247.20"	Canada			FURNITURE	BED	3	1995	Jul	Saskatchewan		Jul1995	
2	$960.00	$611.20	Canada			FURNITURE	BED	3	1995	Aug	Saskatchewan		Aug1995	
2	"$1,211.20"	$719.20	Canada			FURNITURE	BED	3	1995	Sep	Saskatchewan		Sep1995	
2	$680.00	$510.40	Canada			FURNITURE	BED	4	1995	Oct	Saskatchewan		Oct1995	
2	$929.60	$180.80	Canada			FURNITURE	BED	4	1995	Nov	Saskatchewan		Nov1995	
2	$129.60	$115.20	Canada			FURNITURE	BED	4	1995	Dec	Saskatchewan		Dec1995	
2	$599.20	"$1,072.00"	Canada			OFFICE	CHAIR	1	1995	Jan	Saskatchewan		Jan1995	
2	$823.20	$478.40	Canada			OFFICE	CHAIR	1	1995	Feb	Saskatchewan		Feb1995	
2	$12.00	"$1,120.80"	Canada			OFFICE	CHAIR	1	1995	Mar	Saskatchewan		Mar1995	
2	$844.00	$512.00	Canada			OFFICE	CHAIR	2	1995	Apr	Saskatchewan		Apr1995	
2	$793.60	$909.60	Canada			OFFICE	CHAIR	2	1995	May	Saskatchewan		May1995	
2	$116.80	$193.60	Canada			OFFICE	CHAIR	2	1995	Jun	Saskatchewan		Jun1995	
2	$181.60	$333.60	Canada			OFFICE	CHAIR	3	1995	Jul	Saskatchewan		Jul1995	
2	$200.00	"$1,120.80"	Canada			OFFICE	CHAIR	3	1995	Aug	Saskatchewan		Aug1995	
2	"$1,059.20"	"$1,138.40"	Canada			OFFICE	CHAIR	3	1995	Sep	Saskatchewan		Sep1995	
2	$347.20	$48.80	Canada			OFFICE	CHAIR	4	1995	Oct	Saskatchewan		Oct1995	
2	$96.00	$349.60	Canada			OFFICE	CHAIR	4	1995	Nov	Saskatchewan		Nov1995	
2	$972.80	"$1,260.00"	Canada			OFFICE	CHAIR	4	1995	Dec	Saskatchewan		Dec1995	
2	"$1,152.80"	$942.40	Canada			OFFICE	DESK	1	1995	Jan	Saskatchewan		Jan1995	
2	$326.40	$137.60	Canada			OFFICE	DESK	1	1995	Feb	Saskatchewan		Feb1995	
2	$738.40	$127.20	Canada			OFFICE	DESK	1	1995	Mar	Saskatchewan		Mar1995	
2	$572.00	$224.00	Canada			OFFICE	DESK	2	1995	Apr	Saskatchewan		Apr1995	
2	$358.40	$568.00	Canada			OFFICE	DESK	2	1995	May	Saskatchewan		May1995	
2	"$1,021.60"	$130.40	Canada			OFFICE	DESK	2	1995	Jun	Saskatchewan		Jun1995	
2	"$1,157.60"	$930.40	Canada			OFFICE	DESK	3	1995	Jul	Saskatchewan		Jul1995	
2	$64.00	"$1,222.40"	Canada			OFFICE	DESK	3	1995	Aug	Saskatchewan		Aug1995	
2	"$1,101.60"	$228.80	Canada			OFFICE	DESK	3	1995	Sep	Saskatchewan		Sep1995	
2	$141.60	$584.80	Canada			OFFICE	DESK	4	1995	Oct	Saskatchewan		Oct1995	
2	$539.20	$945.60	Canada			OFFICE	DESK	4	1995	Nov	Saskatchewan		Nov1995	
2	$612.00	$785.60	Canada			OFFICE	DESK	4	1995	Dec	Saskatchewan		Dec1995	
2	$583.20	$45.60	Canada			FURNITURE	SOFA	1	1995	Jan	Saskatchewan		Jan1995	
2	"$1,080.00"	"$1,172.80"	Canada			FURNITURE	SOFA	1	1995	Feb	Saskatchewan		Feb1995	
2	$842.40	$251.20	Canada			FURNITURE	SOFA	1	1995	Mar	Saskatchewan		Mar1995	
2	$552.00	$818.40	Canada			FURNITURE	SOFA	2	1995	Apr	Saskatchewan		Apr1995	
2	$485.60	$873.60	Canada			FURNITURE	SOFA	2	1995	May	Saskatchewan		May1995	
2	"$1,049.60"	$841.60	Canada			FURNITURE	SOFA	2	1995	Jun	Saskatchewan		Jun1995	
2	$200.80	$927.20	Canada			FURNITURE	SOFA	3	1995	Jul	Saskatchewan		Jul1995	
2	$952.00	$331.20	Canada			FURNITURE	SOFA	3	1995	Aug	Saskatchewan		Aug1995	
2	$313.60	"$1,249.60"	Canada			FURNITURE	SOFA	3	1995	Sep	Saskatchewan		Sep1995	
2	$950.40	$61.60	Canada			FURNITURE	SOFA	4	1995	Oct	Saskatchewan		Oct1995	
2	$97.60	$415.20	Canada			FURNITURE	SOFA	4	1995	Nov	Saskatchewan		Nov1995	
2	$938.40	$34.40	Canada			FURNITURE	SOFA	4	1995	Dec	Saskatchewan		Dec1995	
2	"$1,118.40"	$186.40	Canada			FURNITURE	BED	1	1995	Jan	Saskatchewan		Jan1995	
2	$354.40	$894.40	Canada			FURNITURE	BED	1	1995	Feb	Saskatchewan		Feb1995	
2	$504.80	"$1,242.40"	Canada			FURNITURE	BED	1	1995	Mar	Saskatchewan		Mar1995	
2	"$1,186.40"	$136.00	Canada			FURNITURE	BED	2	1995	Apr	Saskatchewan		Apr1995	
2	$672.80	$143.20	Canada			FURNITURE	BED	2	1995	May	Saskatchewan		May1995	
2	$815.20	$274.40	Canada			FURNITURE	BED	2	1995	Jun	Saskatchewan		Jun1995	
2	$579.20	$477.60	Canada			FURNITURE	BED	3	1995	Jul	Saskatchewan		Jul1995	
2	$504.00	$933.60	Canada			FURNITURE	BED	3	1995	Aug	Saskatchewan		Aug1995	
2	$269.60	$896.00	Canada			FURNITURE	BED	3	1995	Sep	Saskatchewan		Sep1995	
2	"$1,158.40"	"$1,144.80"	Canada			FURNITURE	BED	4	1995	Oct	Saskatchewan		Oct1995	
2	$544.00	$870.40	Canada			FURNITURE	BED	4	1995	Nov	Saskatchewan		Nov1995	
2	"$1,187.20"	$492.00	Canada			FURNITURE	BED	4	1995	Dec	Saskatchewan		Dec1995	
2	"$1,153.60"	"$1,221.60"	Canada			OFFICE	CHAIR	1	1995	Jan	Saskatchewan		Jan1995	
2	$608.00	$734.40	Canada			OFFICE	CHAIR	1	1995	Feb	Saskatchewan		Feb1995	
2	$972.80	"$1,113.60"	Canada			OFFICE	CHAIR	1	1995	Mar	Saskatchewan		Mar1995	
2	$591.20	$288.80	Canada			OFFICE	CHAIR	2	1995	Apr	Saskatchewan		Apr1995	
2	$777.60	$120.80	Canada			OFFICE	CHAIR	2	1995	May	Saskatchewan		May1995	
2	$943.20	"$1,268.80"	Canada			OFFICE	CHAIR	2	1995	Jun	Saskatchewan		Jun1995	
2	$78.40	$936.80	Canada			OFFICE	CHAIR	3	1995	Jul	Saskatchewan		Jul1995	
2	$725.60	"$1,106.40"	Canada			OFFICE	CHAIR	3	1995	Aug	Saskatchewan		Aug1995	
2	$147.20	$848.00	Canada			OFFICE	CHAIR	3	1995	Sep	Saskatchewan		Sep1995	
2	$424.00	"$1,267.20"	Canada			OFFICE	CHAIR	4	1995	Oct	Saskatchewan		Oct1995	
2	$109.60	$703.20	Canada			OFFICE	CHAIR	4	1995	Nov	Saskatchewan		Nov1995	
2	$748.00	$666.40	Canada			OFFICE	CHAIR	4	1995	Dec	Saskatchewan		Dec1995	
2	"$1,162.40"	$649.60	Canada			OFFICE	DESK	1	1995	Jan	Saskatchewan		Jan1995	
2	$468.00	$132.80	Canada			OFFICE	DESK	1	1995	Feb	Saskatchewan		Feb1995	
2	$264.00	"$1,239.20"	Canada			OFFICE	DESK	1	1995	Mar	Saskatchewan		Mar1995	
2	$148.80	$405.60	Canada			OFFICE	DESK	2	1995	Apr	Saskatchewan		Apr1995	
2	$279.20	"$1,217.60"	Canada			OFFICE	DESK	2	1995	May	Saskatchewan		May1995	
2	$822.40	$564.00	Canada			OFFICE	DESK	2	1995	Jun	Saskatchewan		Jun1995	
