total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee
455.71,0,0,0
6646.05,0,0,0
2148.18,0,0,0
5206.02,0,0,0
2741.42,30,0,0
741.7,0,0,0
353.24,0,0,0
928.03,0,0,0
2124.19,0,0,0
429.1,0,0,0
2586.74,0,0,0
10108.38,0,0,0
1649.32,0,0,0
902.66,0,0,0
1895.46,0,0,0
362.41,0,0,0
1271.36,0,0,0
1877.65,0,0,0
1284.09,0,0,0
7060.88,0,0,0
1459.42,0,0,0
5689.43,0,0,0
2297.78,0,0,0
6644.81,0,0,0
5752.8,0,0,0
3835.18,0,0,0
7728.64,0,0,0
6674.6,0,0,0
4348.66,0,0,0
10288.59,0,0,0
5285.56,0,0,0
1930.62,0,0,0
2196.06,0,0,0
4627.57,0,0,0
1819.31,0,0,0
1071.2,0,0,0
1711.58,0,0,0
4235.26,0,0,0
381.69,0,0,0
509.29,0,0,0
334.38,0,0,0
1147.3,0,0,0
3378.18,0,0,0
461.57,0,0,0
1258.93,0,0,0
3078.55,0,0,0
2660.27,0,0,0
2771.15,0,0,0
8958.76,0,0,0
1868.09,0,0,0
1976.79,0,0,0
2974.03,0,0,0
253.84,0,0,0
1956.1,0,0,0
3194.4,0,0,0
3269.84,0,0,0
724.95,0,0,0
1494.43,0,0,0
790.71,0,0,0
2052.5,0,0,0
2747.04,0,0,0
1578.81,0,0,0
2307.85,0,0,0
3996.97,0,0,0
2801.23,0,0,0
2794.63,0,0,0
4544.63,0,0,0
466.93,0,0,0
10240.42,0,0,0
1317.84,0,0,0
3671.95,0,0,0
1965.89,0,0,0
8960.72,0,0,0
1458.64,0,0,0
3093.65,0,0,0
5760.55,0,0,0
3809.9,0,0,0
737.08,0,0,0
1320.15,0,0,0
2334.66,0,0,0
823.65,0,0,0
1654.54,0,0,0
7001.74,0,5628.83,1013.1894
4083.01,0,0,0
561.2,0,2423.49,436.2282
1126.58,0,0,0
973.61,0,0,0
2238.78,0,0,0
2921.35,0,0,0
513.11,0,0,0
2076.78,0,0,0
3011.61,0,0,0
5983.77,0,0,0
1027.5,0,0,0
858.02,0,0,0
4492.06,0,0,0
1778.8,0,0,0
866.67,0,0,0
3344.15,0,0,0
5690.92,0,0,0
1239.54,0,0,0
4890.08,0,0,0
6792.14,0,0,0
7546.08,0,0,0
3806.7,0,0,0
1216.64,0,0,0
3270.69,0,0,0
10701.42,0,0,0
716.53,0,0,0
2101.87,0,0,0
317.3,0,0,0
289.03,0,0,0
9430.38,0,0,0
1588.93,0,0,0
3435.72,0,0,0
2052.5,0,0,0
9142.8,0,0,0
658.92,0,0,0
2368.21,0,0,0
4901.02,0,0,0
2341.09,0,0,0
699.92,0,0,0
2105.54,0,0,0
7131.64,0,0,0
778.01,0,0,0
7686.14,0,0,0
6219.42,0,0,0
2259.44,0,0,0
234.34,0,0,0
787.48,0,0,0
4512.26,0,0,0
1184.09,0,0,0
6004.79,0,0,0
1543.89,0,0,0
748.03,0,0,0
9480.27,0,0,0
1026.24,0,0,0
5012.76,0,0,0
2710.65,0,0,0
299.71,0,0,0
1863.06,0,0,0
6761.53,0,0,0
581.67,0,0,0
305.59,0,0,0
1895.67,0,0,0
1374.26,0,0,0
1198.75,0,0,0
3294.66,0,0,0
419.48,0,0,0
2076.78,0,0,0
786.19,0,0,0
701.52,0,0,0
1053.9,0,0,0
3000.04,0,0,0
2054.96,31.29,0,0
467.28,0,0,0
5220.97,0,0,0
6710.66,0,0,0
1207.56,0,0,0
3711.79,0,0,0
1778.82,0,0,0
3399.24,0,0,0
10030.97,0,0,0
660.13,0,0,0
1704.48,0,0,0
334.05,0,0,0
14342.7,0,0,0
352.41,0,0,0
2255.16,30.17,0,0
2899.47,0,0,0
9700.66,0,0,0
1283.24,0,0,0
3677.02,0,0,0
1190.17,0,0,0
4439.31,0,0,0
1441.95,0,0,0
1298.16,0,0,0
9517.41,0,0,0
698.28,15,0,0
2603.01,0,0,0
2056.17,0,0,0
400.93,0,0,0
5544.45,0,0,0
505.16,0,0,0
4118.53,0,0,0
3759.78,0,0,0
1427.38,0,0,0
5438.5,0,0,0
7075.15,0,0,0
1147.78,0,1229.3,221.274
2522.77,0,0,0
1151.48,0,0,0
1482.6,0,0,0
789.29,0,0,0
6971.75,0,0,0
1944.28,0,0,0
6109.98,0,0,0
2155.95,0,0,0
1861.59,0,0,0
4350.8,0,0,0
1784.69,0,0,0
1974.04,0,0,0
722.81,0,0,0
927.07,15,0,0
1647.33,0,0,0
1944.28,0,0,0
4593.04,0,0,0
10945.63,0,0,0
2373.46,0,0,0
1900.05,0,0,0
3172.3,0,0,0
758.18,0,0,0
2887.86,0,0,0
1852.28,0,0,0
1774.13,0,0,0
2395.84,0,0,0
1460.34,0,0,0
757.44,0,0,0
1064.74,0,1131.12,203.6016
2900.1,0,0,0
1071.08,0,0,0
1118.37,0,0,0
1078.7,0,0,0
947.28,0,0,0
1027.5,0,0,0
4941.99,0,0,0
2002.14,0,0,0
1944.28,0,0,0
985.64,0,0,0
1026.92,18.2,2095.73,377.2314
2529.89,0,0,0
2060.66,0,0,0
1965.66,0,0,0
4075.85,0,0,0
5660.12,0,0,0
10911.39,0,0,0
2566.9,0,0,0
4420.68,0,0,0
1433.99,0,0,0
865.44,0,0,0
2058.59,0,0,0
10288.59,0,0,0
1894.57,0,0,0
2163.62,0,0,0
1062.62,0,0,0
3570.06,0,0,0
1780.09,0,0,0
6571.84,0,0,0
1596,0,0,0
4616.1,0,0,0
3068.73,0,0,0
1359.6,0,0,0
3376.48,0,0,0
988.94,0,0,0
2068.43,0,0,0
2430.77,0,0,0
4707.26,0,0,0
3029.76,0,0,0
2877.54,0,0,0
767.02,0,0,0
4510,0,0,0
1998.79,0,0,0
638.01,0,0,0
2779.46,0,0,0
1153.91,0,0,0
815.04,0,0,0
2911.31,0,0,0
829.03,0,0,0
1279.29,0,0,0
1867.73,0,0,0
988.94,0,0,0
1302.68,0,0,0
694.47,0,0,0
340.24,0,0,0
1035.39,0,0,0
3018.52,0,0,0
3429.38,0,0,0
4478.9,0,0,0
848.29,0,0,0
5024.78,0,0,0
1150.8,0,0,0
5040.36,0,0,0
1624.15,0,0,0
5764.6,0,0,0
8735.01,37.08,0,0
3110.87,0,0,0
3781.65,0,0,0
461.55,0,0,0
5198.47,0,0,0
4466.1,0,0,0
2527.56,0,0,0
3292.08,0,0,0
6290.63,0,0,0
1273.33,0,0,0
5440.55,0,0,0
7011.75,0,0,0
5615.07,0,0,0
178.9,0,0,0
1805.26,0,0,0
1353.41,0,0,0
4424.07,0,0,0
3591.57,0,0,0
6507.55,0,0,0
3539.67,0,0,0
1307.07,0,0,0
5497.48,0,0,0
1257.07,0,0,0
2954.26,0,0,0
1445.65,0,0,0
870.33,0,0,0
1450.9,0,0,0
1807.08,0,0,0
1933.65,0,0,0
2978.9,0,0,0
2651.21,0,0,0
3294.66,0,0,0
1420.93,0,0,0
1418.27,0,0,0
7046.96,0,0,0
324.79,15,151.24,27.2232
1210.67,0,645,116.1
6604.43,0,0,0
3602.89,0,0,0
272.91,0,0,0
1069.34,0,0,0
102.92,0,0,0
3369.03,0,0,0
3738.25,0,0,0
1370.32,0,0,0
3335.88,0,0,0
591.39,0,0,0
2884.83,0,0,0
2127.15,0,0,0
5987.49,0,0,0
9934.47,0,0,0
1177.73,0,0,0
3298.77,0,0,0
4147.47,0,0,0
3043.74,0,0,0
7924.2,0,0,0
950.89,0,0,0
3088.89,0,0,0
2292.77,0,0,0
4362.88,0,0,0
1261.9,0,0,0
8818.78,0,0,0
3032.75,0,0,0
4464.07,0,0,0
699.92,0,0,0
1861.15,0,0,0
2374.5,0,0,0
2882.3,0,0,0
9528.84,0,0,0
893.8,0,1312.67,236.2806
1177.51,0,0,0
1681.2,0,0,0
5059.81,0,0,0
3946.51,0,0,0
645.04,0,0,0
1563.15,0,0,0
2349.55,0,2908.67,29.0867
978.93,0,3146,566.28
6144.49,0,0,0
2083.27,0,0,0
3081.49,0,0,0
2436.09,0,0,0
1657.6,0,0,0
1011.95,0,0,0
2900.1,0,0,0
1029.38,0,0,0
724.52,0,0,0
4973.26,0,0,0
1895.46,0,0,0
1662.5,0,0,0
4860.73,0,0,0
1461.64,0,0,0
257.2,0,0,0
1841.83,0,0,0
8670.59,0,0,0
2362.53,0,0,0
1442.41,0,0,0
2139.47,0,0,0
2482.34,0,0,0
2037.59,0,0,0
3411.84,0,0,0
8286.94,0,0,0
555.59,0,0,0
748.14,0,0,0
374.55,0,0,0
437.44,0,0,0
696.03,0,0,0
3157.62,0,0,0
2138.71,0,0,0
1263.64,0,0,0
2560.2,0,0,0
338.79,0,0,0
6324.79,0,0,0
2221.3,0,0,0
527.81,0,0,0
1745.71,0,0,0
2368.21,0,0,0
1021.33,0,0,0
2467.86,0,0,0
1372.83,0,0,0
2914.48,0,0,0
1001.13,15,0,0
231.34,0,0,0
943.8,0,0,0
953.47,0,2142.11,385.5798
176.32,0,0,0
2372.14,0,0,0
3253.77,0,0,0
1964.77,0,0,0
779.86,0,0,0
885.66,0,0,0
4690.84,0,0,0
3056.42,0,0,0
328.53,0,0,0
2449.89,0,0,0
770.81,0,0,0
667.41,0,0,0
935.15,0,0,0
933.73,0,0,0
6324.79,0,0,0
3871.46,0,0,0
2573.25,0,0,0
159.48,0,0,0
718.37,0,0,0
1263.05,0,0,0
10559.25,0,0,0
2975.32,0,0,0
4492.06,0,0,0
126.4,0,0,0
2527.29,0,0,0
248.07,0,870.83,8.7083
5451.6,0,0,0
173.01,0,0,0
1263.05,0,0,0
135.89,0,0,0
1502.73,0,0,0
327.81,0,0,0
465.98,0,0,0
1712.5,0,0,0
6004.79,0,0,0
1427.01,0,0,0
1263.05,0,0,0
351.41,0,0,0
2718.67,0,3293.22,592.7796
1044.04,0,0,0
1995.18,0,0,0
117.96,0,0,0
6238.52,0,0,0
2065.44,0,0,0
2062.17,0,0,0
3248.12,0,0,0
1137.27,0,0,0
1295.4,0,0,0
4573.85,0,0,0
5760.39,0,0,0
162.11,0,0,0
6020.96,0,0,0
1659.71,0,0,0
664.57,0,0,0
2140.67,0,0,0
3614.16,0,0,0
3342.24,0,0,0
274.65,0,321.39,3.2139
1632.66,0,0,0
1647.4,0,0,0
1796.33,0,0,0
13525.1,0,0,0
2368.21,0,0,0
9014.29,0,0,0
7993.87,0,0,0
476.83,0,0,0
2763.64,0,0,0
1581.44,0,0,0
9517.41,0,0,0
658.92,0,0,0
572.42,0,0,0
6005.88,0,0,0
2400.67,0,0,0
2282.87,0,0,0
426.41,0,0,0
972.14,0,0,0
6288.89,0,0,0
1312.12,0,0,0
1222.73,0,0,0
1037.61,0,0,0
2981.66,0,0,0
1263.05,0,0,0
6400.52,0,0,0
730.05,0,0,0
1843.76,0,0,0
4024.51,0,0,0
513.11,0,0,0
733.95,0,0,0
7850.32,0,0,0
817.45,0,0,0
1317.84,0,0,0
1985.78,0,0,0
1166.7,0,0,0
898.21,0,0,0
1149.95,0,0,0
224.66,0,542.9,97.722
5623.64,0,0,0
2232.76,0,0,0
2950.08,0,0,0
2161.79,0,12128.81,2183.1858
399.08,0,0,0
6822.43,0,0,0
5397.07,0,0,0
7168.57,0,0,0
3953.58,0,0,0
5219.37,0,0,0
14289.63,0,0,0
985.61,15,0,0
1942.07,0,0,0
4707.26,0,0,0
4097.59,0,0,0
4960.88,0,0,0
980.51,0,0,0
272.07,0,0,0
1443.81,0,0,0
2059.27,0,0,0
1933.93,0,0,0
958.88,0,0,0
1480.06,0,0,0
7338.4,0,0,0
754.94,0,519.92,93.5856
875.33,0,0,0
2055.01,0,0,0
413.37,0,0,0
1596.14,0,0,0
1895.46,0,0,0
1548.65,0,0,0
1392.05,0,0,0
2574.08,0,0,0
465.42,0,0,0
866.92,0,0,0
1641.97,0,0,0
4943.65,0,0,0
4688.62,0,0,0
1987.79,0,0,0
1164.51,0,0,0
3661.01,0,0,0
3112.14,0,0,0
4290.07,0,3042.53,547.6554
639.64,0,0,0
5312.8,0,0,0
235.92,0,0,0
486.06,0,0,0
1024.07,0,0,0
4181.78,22.3,0,0
6129.17,0,0,0
1914.07,0,0,0
2266.18,0,0,0
5110.65,0,0,0
2195.47,0,0,0
1560.23,0,0,0
479.47,0,0,0
722.81,0,0,0
7060.88,0,0,0
1102.5,0,0,0
1646.44,0,0,0
1372.83,0,0,0
11979.49,0,0,0
1682.91,0,0,0
2485.78,0,0,0
2320.08,0,0,0
210.02,0,0,0
11191.45,0,0,0
2163.62,0,0,0
1042.83,0,1345.21,242.1378
1031.8,0,0,0
6798.14,0,0,0
961.04,0,0,0
1070.32,0,1041.33,187.4394
2696.65,0,0,0
8913.07,0,0,0
721.21,0,0,0
3085.34,0,0,0
2230.73,0,0,0
1009.1,0,0,0
820.99,0,0,0
87.92,0,0,0
1554.84,0,0,0
3480.47,0,0,0
2168.32,0,0,0
1830.66,0,1589.66,286.1388
8405.32,0,0,0
852.45,0,0,0
862.82,0,0,0
1741.82,0,0,0
4719.83,0,0,0
852.85,0,0,0
1712.5,0,0,0
394.64,0,1755.18,315.9324
2246.02,0,0,0
926.09,0,1235.39,12.3539
1990.14,0,0,0
533.46,0,0,0
1079.31,0,0,0
3145.3,0,0,0
1546.16,0,0,0
4956.72,0,0,0
5759.37,0,0,0
2846.3,0,0,0
1596.14,0,0,0
999.76,0,0,0
1421.93,0,0,0
2368.21,0,0,0
6786.65,0,0,0
1314.36,0,0,0
772.77,0,0,0
2695.23,0,0,0
573.92,0,0,0
4289.24,0,0,0
1740.06,0,0,0
1738.92,0,0,0
3074.74,0,0,0
358.07,0,0,0
4510.34,0,0,0
8998.48,0,0,0
2444.73,0,0,0
232,0,0,0
4596.25,0,0,0
731.55,0,0,0
3362.69,0,0,0
698.01,0,0,0
1504.24,0,0,0
2916.45,0,0,0
5506.82,0,0,0
2233.38,0,3144.21,31.4421
3088.89,0,0,0
2974.03,0,0,0
3470.67,0,0,0
6936.64,0,0,0
7897.38,0,0,0
2884.83,0,0,0
1442.41,0,0,0
449.13,0,0,0
714.23,0,0,0
7966.86,0,0,0
942.01,0,0,0
2882.3,0,0,0
4508.26,0,0,0
5068.19,0,0,0
2238.58,0,0,0
5765.66,0,0,0
611.26,0,0,0
3623.73,0,0,0
1284.38,0,0,0
4391.52,0,0,0
2882.3,0,0,0
4026.26,0,0,0
3429.43,0,0,0
1744.62,0,0,0
858.02,0,0,0
1970.35,0,0,0
220.06,0,0,0
1861.15,0,0,0
2616.11,0,0,0
1701.36,0,0,0
3337.79,0,0,0
631.81,0,0,0
1235.54,0,0,0
2882.3,0,0,0
7613.92,0,0,0
4447.64,0,0,0
1263.64,0,0,0
869.48,0,0,0
5192.87,0,0,0
1154.92,0,0,0
1716.03,0,0,0
993.69,0,0,0
2084.03,0,0,0
1759.59,0,0,0
2528,0,0,0
410.49,0,0,0
3004.26,0,0,0
3922.15,0,0,0
5997.78,0,0,0
1225.72,0,0,0
5710.06,0,0,0
903.54,0,0,0
4115.41,0,0,0
2452.1,0,0,0
513.94,0,1018.18,10.1818
934.35,15,0,0
2206.11,0,0,0
3583.38,0,0,0
7680.63,0,0,0
4084.34,0,0,0
3199.79,0,0,0
3821.08,0,0,0
3862.94,0,0,0
835.22,0,0,0
1968.67,0,0,0
953.31,0,0,0
135.86,0,0,0
3650.59,0,0,0
3369.03,0,0,0
4530.72,0,0,0
1630.09,0,0,0
730.51,0,0,0
1159.98,0,938.04,168.8472
1807.08,0,0,0
3936.61,0,0,0
5764.6,0,0,0
5453.11,0,0,0
6606.43,0,0,0
1581.44,0,0,0
1482.62,0,0,0
4517.7,0,0,0
3826.51,27.46,0,0
1483.41,0,0,0
5465.3,23.58,0,0
686.41,0,0,0
1895.46,0,0,0
1684.76,0,0,0
5728.28,0,0,0
3499.09,0,0,0
376.48,0,905.04,9.0504
580.02,0,0,0
110.37,0,0,0
7613.92,0,0,0
3382,0,0,0
3165.88,0,0,0
1681.2,0,0,0
4386.79,0,0,0
4488.42,19.07,0,0
764.15,0,0,0
988.94,0,0,0
2609.25,0,0,0
6400.52,0,0,0
4347.06,0,0,0
852.59,0,0,0
1006.01,0,0,0
2874.24,0,0,0
2059.27,0,0,0
858.02,0,0,0
1355.31,0,0,0
642.19,0,0,0
1578.81,0,0,0
1263.64,0,0,0
3295.06,0,0,0
1878.99,0,0,0
8448.69,0,0,0
1647.33,0,0,0
3530.43,0,0,0
5376.43,0,0,0
666.62,0,0,0
1689.9,0,0,0
881.62,0,0,0
1198.99,0,0,0
9523.92,44.53,0,0
584.89,0,1055.04,10.5504
7271.41,0,0,0
4338.36,0,0,0
1516.73,0,1839.92,18.3992
1847.89,0,0,0
9748.83,0,0,0
2424.24,0,2700,486
2560.2,0,0,0
2052.45,0,0,0
1482.5,0,0,0
507.38,0,0,0
2745.68,0,0,0
1409.59,0,0,0
1294.06,0,0,0
1186.43,0,0,0
3036.85,0,0,0
5710.43,0,0,0
2401.91,0,0,0
1875.12,0,0,0
1170.03,0,0,0
10903.21,0,0,0
2059.27,0,0,0
2372.42,0,0,0
7131.64,0,0,0
4245.09,0,0,0
306.7,0,0,0
2199.4,0,0,0
4257.99,0,0,0
305.59,0,0,0
6805.03,0,0,0
6424.62,0,0,0
6571.84,0,0,0
1746.22,0,0,0
3006.34,0,0,0
3453.71,0,2834.27,510.1686
305.69,0,0,0
2695.23,0,0,0
13525.1,0,0,0
3888.59,0,0,0
779.95,0,0,0
3530.43,0,0,0
213.53,0,0,0
1348.59,0,0,0
897.97,0,0,0
1520.79,0,0,0
2514.65,0,0,0
128.81,0,0,0
907.51,0,0,0
2807.29,0,0,0
1311.79,0,0,0
1527.93,0,0,0
4329.1,0,0,0
988.38,0,0,0
3131.61,0,0,0
992,0,0,0
1073.61,0,1200,216
7536.5,0,0,0
1015.84,0,0,0
1406.42,0,0,0
1555.42,0,0,0
364.34,0,0,0
1296.22,0,0,0
1026.24,0,0,0
7551.65,0,0,0
6876.83,0,0,0
2297.39,0,4795.64,863.2152
952.3,0,0,0
1142.93,0,0,0
9580.91,0,0,0
6034.07,0,0,0
1753.84,0,0,0
374.61,0,0,0
2024.52,0,0,0
1330.12,0,0,0
1304.2,0,0,0
8822.74,0,0,0
1384.71,0,0,0
686.41,0,0,0
2039,0,0,0
5421.25,0,0,0
962.39,0,0,0
1736.38,0,0,0
1663.61,0,0,0
5765.66,0,0,0
2970.78,0,0,0
1430.9,0,0,0
1506.45,0,2487.18,447.6924
1878.74,0,0,0
1095.23,0,0,0
1010.92,0,0,0
1483.85,0,0,0
1716.03,0,0,0
1527.25,17.41,0,0
237.49,0,0,0
2087.73,0,0,0
3088.89,0,0,0
2375.82,0,0,0
1914.52,0,0,0
9517.41,0,0,0
2436.09,0,0,0
563.19,0,0,0
7471.13,0,0,0
2287.44,0,0,0
937.55,0,0,0
1556.59,0,0,0
1806.47,0,0,0
2781.89,0,0,0
389.19,0,0,0
834.3,0,0,0
3144.45,0,0,0
2467.41,0,0,0
7947.58,0,0,0
890.04,0,0,0
3840.32,0,0,0
1969.38,0,0,0
1598.34,0,0,0
1026.24,0,0,0
2882.3,0,0,0
1663.61,0,0,0
2239.79,0,0,0
6629.65,0,0,0
1375.06,0,0,0
1754.09,0,0,0
504.84,0,0,0
5136.57,0,0,0
2066.31,0,0,0
7138.3,28.99,0,0
1083.46,0,0,0
2092.26,0,0,0
2873.51,0,0,0
1831.25,0,0,0
4543.58,0,0,0
2463,0,0,0
1687.69,0,0,0
7430.39,0,0,0
1716.03,0,0,0
5216.65,0,0,0
4677.12,0,0,0
825.13,0,0,0
3981.97,0,0,0
2272.32,0,0,0
3782.59,0,0,0
2052.45,0,0,0
12077.07,0,0,0
4323.33,0,0,0
1247.7,0,0,0
3078.76,0,0,0
8505.51,0,0,0
2307.85,0,0,0
5342.54,0,0,0
2668.09,0,0,0
347.33,0,0,0
1132.43,0,0,0
1116.09,0,0,0
7141.23,0,0,0
11191.45,0,0,0
1586.64,0,0,0
1059.76,29.37,2289.44,22.8944
1236.97,0,0,0
1455.75,0,0,0
1084.24,0,0,0
5551.51,0,0,0
3000.74,0,2811.63,506.0934
11348.53,0,0,0
4927.19,0,0,0
563.29,0,0,0
2207.04,0,0,0
1230.85,0,0,0
6400.52,0,0,0
1828.52,0,0,0
5094.11,0,0,0
5939.06,0,0,0
8242.64,0,0,0
418.04,0,0,0
1878.94,0,0,0
493.38,0,0,0
1140.66,0,0,0
72.02,0,0,0
4915.26,0,0,0
2933.45,0,0,0
2603.01,0,0,0
2695.23,0,0,0
5394.24,0,0,0
4226.49,0,0,0
1392.05,0,0,0
418.03,0,1290.99,232.3782
101.91,0,0,0
5420.32,0,0,0
1015.28,0,0,0
1780.09,0,0,0
1301.94,0,0,0
2249.08,0,0,0
2333.14,0,0,0
928.03,0,0,0
3484.46,0,0,0
516.26,0,0,0
580.02,0,0,0
4465.52,0,0,0
1611.09,0,0,0
10374.42,0,0,0
3756.76,0,0,0
2649.4,0,0,0
467.79,0,0,0
2527.29,0,0,0
1128.28,0,0,0
1617.09,0,0,0
1009.68,0,0,0
3127.96,0,3312.21,596.1978
1018.8,0,0,0
1247.7,0,0,0
186.01,0,0,0
8157.77,0,0,0
463.4,0,0,0
36.21,0,0,0
2060.38,0,0,0
1330.15,0,0,0
1089.85,0,0,0
1977.89,0,0,0
4671.75,0,0,0
1230.8,0,0,0
3651.03,0,0,0
8108.81,0,0,0
824.68,0,0,0
1330.09,0,0,0
1298.16,0,0,0
4328.68,0,0,0
3004.26,0,0,0
8973.55,0,0,0
2560.2,0,0,0
3841.36,0,0,0
2882.3,0,0,0
5598.63,0,0,0
6792.14,0,0,0
3795.07,0,0,0
2900.1,0,0,0
7348.97,0,0,0
530.68,0,0,0
2168.49,0,0,0
2841.85,0,0,0
3629.82,0,0,0
3966.73,0,0,0
1716.03,0,0,0
3499.73,0,0,0
2353.63,0,0,0
606.91,0,0,0
1026.24,0,0,0
710.79,0,1320.03,13.2003
315.76,0,0,0
3667.68,0,0,0
2148.64,0,0,0
1474.86,0,0,0
741.7,0,0,0
1442.41,0,0,0
5615.07,0,0,0
4257.59,0,0,0
2068.61,0,0,0
6891.58,0,0,0
5390.46,0,0,0
2320.08,0,0,0
974.43,0,0,0
1508.04,0,0,0
86.86,0,0,0
528.46,0,0,0
5764.6,0,0,0
9999.81,0,0,0
2884.11,0,0,0
5438.5,0,0,0
3687.59,0,0,0
3204.43,0,0,0
5421.25,0,0,0
1577.23,0,0,0
3895.43,34.49,0,0
5048.45,0,0,0
3843.06,0,0,0
1683.69,0,0,0
216.85,0,0,0
253.54,0,0,0
2260.83,0,0,0
2526.09,0,0,0
1445.65,0,0,0
992.96,0,0,0
4956.72,0,0,0
2873.51,0,0,0
3106.79,0,0,0
2327.97,0,0,0
1167.56,0,0,0
871.97,0,0,0
4078.87,0,0,0
4597.11,0,0,0
1304.61,0,0,0
3343.45,0,0,0
1692.85,0,3004.42,30.0442
557.8,0,3975.76,715.6368
2492.8,0,0,0
2749.17,0,0,0
5887.6,0,0,0
3442.73,0,2788.17,501.8706
1516.91,0,0,0
948.51,0,0,0
6667.39,0,0,0
474.14,0,0,0
3713.88,0,0,0
821.49,0,0,0
1542.47,0,1097.58,10.9758
1664.29,0,0,0
4930.91,0,0,0
608.73,0,0,0
403.61,0,0,0
4520.32,0,0,0
2320.08,0,0,0
1885.92,0,4300.11,774.0198
741.3,0,0,0
1483.85,0,0,0
10173.13,45.85,0,0
2762.19,0,0,0
1757.53,0,0,0
8878.34,0,0,0
678.98,0,641.17,6.4117
2482,0,0,0
2052.5,0,0,0
1246.79,0,0,0
387.44,0,0,0
9647.88,0,0,0
625.59,0,0,0
1686.01,0,0,0
899.73,0,0,0
1537.69,0,0,0
1482.6,0,0,0
1455.64,0,0,0
1512.84,0,0,0
425.84,0,0,0
1984.12,0,0,0
2268.75,0,0,0
1309.95,0,0,0
945.87,0,0,0
884.95,0,0,0
5970,0,0,0
3953.58,0,0,0
5174.18,0,0,0
5618.71,0,0,0
696.03,0,0,0
1153.91,0,0,0
922.49,0,0,0
938.83,0,0,0
1615.48,0,0,0
2039.87,0,2351.87,423.3366
4424.33,22.17,0,0
1592.76,0,0,0
899.7,0,0,0
1229.84,0,0,0
884.57,0,1066.99,192.0582
2029.86,0,0,0
718.37,0,0,0
4564.75,0,0,0
4144.59,0,0,0
526.98,0,0,0
273.75,0,18920.88,0
2217.07,0,0,0
3422.13,0,0,0
2135.36,0,0,0
2560.2,0,0,0
2472.36,0,0,0
714.23,0,0,0
2048.69,0,3250,585
3537.56,0,0,0
1442.58,0,0,0
5470.1,0,0,0
4136.83,56.15,0,0
4075.22,0,0,0
320.24,0,0,0
603.95,0,3560.51,35.6051
1376.13,0,0,0
1263.64,0,0,0
418.27,0,0,0
978.93,0,0,0
3131.61,0,0,0
1716.03,0,0,0
1057.79,0,0,0
928.88,0,0,0
1833.85,26.19,0,0
1673.15,0,0,0
133.5,0,0,0
945.79,0,0,0
2852.64,0,0,0
6393.42,0,0,0
1276.04,0,0,0
1670.49,0,0,0
5633.98,0,0,0
1754.56,0,0,0
2621.89,0,0,0
4027.6,0,0,0
5206.02,0,0,0
1895.46,0,0,0
1516.37,0,0,0
1359.54,0,0,0
964.77,0,0,0
1449.03,0,0,0
8960.72,0,0,0
462.26,0,0,0
4118.31,0,0,0
3606.03,0,0,0
617.66,0,0,0
1048.94,0,0,0
2456.68,52.36,0,0
699.48,0,0,0
2257.54,0,0,0
7411.7,0,0,0
2705.16,20.6,2568.15,462.267
3755.34,0,0,0
1029.62,0,0,0
2965.56,0,0,0
706.82,0,0,0
3947.04,0,0,0
8242.64,0,0,0
1337.9,0,0,0
1690.62,0,0,0
4350.8,0,0,0
2470.98,0,0,0
3461.78,0,0,0
1347.62,0,0,0
1375.14,0,0,0
1894.57,0,0,0
9517.41,0,0,0
3875.08,0,0,0
5525.85,0,0,0
1681.58,0,0,0
3823.23,0,0,0
5120.4,0,0,0
4785.39,0,0,0
519.03,0,0,0
4879.11,0,0,0
3396.07,0,0,0
807.93,0,1435.22,14.3522
1018.99,0,0,0
5525.85,0,0,0
4847.61,0,0,0
1308.42,0,0,0
3651.29,0,0,0
1264.76,0,0,0
2353.15,0,0,0
2341.93,0,0,0
5120.4,0,0,0
257.63,0,401.01,72.1818
6311.1,0,0,0
4083.25,0,0,0
1647.33,0,0,0
1060.52,0,0,0
1269.88,0,0,0
7246.48,0,0,0
542.11,0,0,0
5059.81,0,0,0
5364.55,0,0,0
986.83,0,0,0
7075.15,0,0,0
1186.73,0,0,0
2505.29,0,0,0
4611.69,0,0,0
10288.59,0,0,0
659.79,0,0,0
895.29,0,0,0
2168.49,0,0,0
2127.03,0,0,0
1025.29,0,0,0
3326.9,0,0,0
6853.6,0,0,0
12059.88,0,0,0
343.42,0,0,0
505.93,0,0,0
856.25,0,10,1.7
5433.53,0,0,0
1610.58,0,0,0
248.33,0,0,0
2996.85,0,0,0
3286.42,0,0,0
4758.37,0,0,0
349.48,0,0,0
4423.54,0,4915.92,49.15920001
2168.49,0,0,0
228.59,0,0,0
2527.29,0,0,0
3947.95,0,0,0
8157.77,0,0,0
3045.36,0,0,0
909.76,0,0,0
3059.94,0,0,0
572.5,0,0,0
3838.64,15,0,0
13278.92,0,0,0
4560.6,0,0,0
1794.32,0,0,0
938.83,0,0,0
263.11,0,0,0
2084.03,0,0,0
1094.44,0,0,0
564.65,0,0,0
381.65,0,0,0
3590.24,0,0,0
1392.05,0,0,0
494.72,0,0,0
859.75,0,0,0
2463,0,0,0
657.17,0,0,0
1547.03,0,0,0
938.45,0,0,0
5596.51,0,0,0
750.05,0,0,0
2445.13,0,0,0
1894.57,0,0,0
1895.46,0,0,0
1642.72,0,0,0
4150.52,0,0,0
